|user|ms-1|ms-2|ms-3|ms-4|ms-5|ms-6|ms-7|ms-8|ms-9
1960|(41.484887, -88.05457899999999)|{'distance': 1755.09, 'position': (41.486198, -88.03358200000001)}|{'distance': 579.28, 'position': (41.479694, -88.055134)}||{'distance': 50407.51, 'position': (41.522815, -87.45138800000001)}|{'distance': 736.88, 'position': (41.485825999999996, -88.045822)}|{'distance': 55728.05, 'position': (41.521971, -87.38721299999999)}|{'distance': 38607.06, 'position': (41.504881999999995, -87.591804)}|{'distance': 52870.94, 'position': (41.52483, -87.421918)}|{'distance': 4410.14, 'position': (41.500363, -88.00582700000001)}
1961|(41.484887, -88.05457899999999)|{'distance': 1739.39, 'position': (41.486206, -88.03377200000001)}|{'distance': 582.62, 'position': (41.47967, -88.055228)}||{'distance': 50424.22, 'position': (41.522819, -87.451187)}|{'distance': 727.28, 'position': (41.485813, -88.045936)}|{'distance': 55727.59, 'position': (41.521965, -87.38721799999999)}|{'distance': 38590.57, 'position': (41.50481, -87.59199699999999)}|{'distance': 52887.09, 'position': (41.524854, -87.42172599999999)}|{'distance': 4393.08, 'position': (41.500311, -88.00602)}
1962|(41.484887, -88.05457899999999)|{'distance': 1723.45, 'position': (41.486214, -88.03396500000001)}|{'distance': 585.51, 'position': (41.479651000000004, -88.055323)}||{'distance': 50440.69, 'position': (41.522822999999995, -87.450989)}|{'distance': 718.2, 'position': (41.48580200000001, -88.046044)}|{'distance': 55727.49, 'position': (41.521963, -87.387219)}|{'distance': 38574.01, 'position': (41.504739, -87.592191)}|{'distance': 52903.88, 'position': (41.524876000000006, -87.421526)}|{'distance': 4375.83, 'position': (41.500258, -88.006215)}
1963|(41.484887, -88.05457899999999)|{'distance': 1707.5, 'position': (41.48622099999999, -88.034158)}|{'distance': 588.74, 'position': (41.47963, -88.05542)}||{'distance': 50457.06, 'position': (41.522825999999995, -87.450792)}|{'distance': 710.41, 'position': (41.485794, -88.046137)}|{'distance': 55727.5, 'position': (41.521964, -87.387219)}|{'distance': 38557.53, 'position': (41.504667, -87.592384)}|{'distance': 52920.6, 'position': (41.524899, -87.421327)}|{'distance': 4358.46, 'position': (41.500204000000004, -88.00641100000001)}
1964|(41.484887, -88.05457899999999)|{'distance': 1691.3, 'position': (41.486228000000004, -88.03435400000001)}|{'distance': 591.99, 'position': (41.47961, -88.05552)}||{'distance': 50472.83, 'position': (41.522825999999995, -87.450602)}|{'distance': 702.83, 'position': (41.485779, -88.046226)}|{'distance': 55727.42, 'position': (41.521964, -87.38722)}|{'distance': 38541.05, 'position': (41.504595, -87.592577)}|{'distance': 52937.22, 'position': (41.524921000000006, -87.42112900000001)}|{'distance': 4341.21, 'position': (41.500150999999995, -88.00660599999999)}
1965|(41.484871000000005, -88.05454)|{'distance': 1671.93, 'position': (41.486233, -88.034551)}|{'distance': 593.88, 'position': (41.479592000000004, -88.055622)}||{'distance': 50485.78, 'position': (41.522828, -87.450409)}|{'distance': 693.86, 'position': (41.485763999999996, -88.046296)}|{'distance': 55724.32, 'position': (41.521964, -87.38722)}|{'distance': 38521.35, 'position': (41.504524, -87.592771)}|{'distance': 52952.04, 'position': (41.524937, -87.42091500000001)}|{'distance': 4321.59, 'position': (41.500098, -88.00680200000001)}
1966|(41.484871999999996, -88.054557)|{'distance': 1656.88, 'position': (41.486238, -88.03475)}|{'distance': 596.89, 'position': (41.479575999999994, -88.05572599999999)}||{'distance': 50503.39, 'position': (41.522831, -87.450214)}|{'distance': 693.55, 'position': (41.485761000000004, -88.046316)}|{'distance': 55725.72, 'position': (41.521964, -87.38722)}|{'distance': 38506.28, 'position': (41.504452, -87.592964)}|{'distance': 52971.07, 'position': (41.524958999999996, -87.420705)}|{'distance': 4305.52, 'position': (41.500045, -88.00699800000001)}
1967|(41.484871999999996, -88.054587)|{'distance': 1642.73, 'position': (41.486242000000004, -88.034951)}|{'distance': 600.81, 'position': (41.479551, -88.05584)}||{'distance': 50522.01, 'position': (41.522834, -87.45002000000001)}|{'distance': 694.87, 'position': (41.48573999999999, -88.04632600000001)}|{'distance': 55728.21, 'position': (41.521964, -87.38722)}|{'distance': 38492.12, 'position': (41.50438, -87.593159)}|{'distance': 52991.0, 'position': (41.52498, -87.420497)}|{'distance': 4290.05, 'position': (41.499989, -88.007198)}
1968|(41.48487, -88.054627)|{'distance': 1629.5, 'position': (41.486244, -88.035151)}|{'distance': 603.86, 'position': (41.479530999999994, -88.055953)}||{'distance': 50541.4, 'position': (41.522838, -87.449827)}|{'distance': 700.88, 'position': (41.485753, -88.046296)}|{'distance': 55731.55, 'position': (41.521964, -87.38722)}|{'distance': 38478.9, 'position': (41.504308, -87.59335300000001)}|{'distance': 53011.78, 'position': (41.525, -87.420289)}|{'distance': 4276.15, 'position': (41.499937, -88.00739100000001)}
1969|(41.48487, -88.054672)|{'distance': 1616.74, 'position': (41.486245, -88.03535)}|{'distance': 607.75, 'position': (41.479506, -88.056072)}||{'distance': 50561.27, 'position': (41.522842, -87.44963299999999)}|{'distance': 705.29, 'position': (41.485734, -88.046284)}|{'distance': 55735.29, 'position': (41.521964, -87.38722)}|{'distance': 38466.17, 'position': (41.504236, -87.593546)}|{'distance': 53034.46, 'position': (41.525020999999995, -87.42006299999998)}|{'distance': 4261.92, 'position': (41.499883, -88.00759099999999)}
1970|(41.484868, -88.05472)|{'distance': 1604.5, 'position': (41.486246, -88.035546)}|{'distance': 611.29, 'position': (41.479482, -88.05619)}||{'distance': 50581.31, 'position': (41.522845, -87.44944)}|{'distance': 731.32, 'position': (41.486052, -88.046084)}|{'distance': 55739.29, 'position': (41.521964, -87.38722)}|{'distance': 38453.61, 'position': (41.504163, -87.59374)}|{'distance': 53058.23, 'position': (41.525107, -87.419834)}|{'distance': 4247.89, 'position': (41.499828, -88.00779200000001)}
1971|(41.484861, -88.054774)|{'distance': 1593.13, 'position': (41.486245, -88.035738)}|{'distance': 614.21, 'position': (41.479458, -88.056307)}||{'distance': 50601.74, 'position': (41.522848, -87.449249)}|{'distance': 744.54, 'position': (41.486079, -88.045985)}|{'distance': 55743.84, 'position': (41.521964, -87.38722)}|{'distance': 38441.67, 'position': (41.504090999999995, -87.59393299999999)}|{'distance': 53081.57, 'position': (41.52513, -87.41960999999999)}|{'distance': 4234.61, 'position': (41.499773, -88.007992)}
1972|(41.484849999999994, -88.05483399999999)|{'distance': 1582.29, 'position': (41.486244, -88.03593000000001)}|{'distance': 616.5, 'position': (41.479435, -88.056423)}||{'distance': 50622.52, 'position': (41.52285, -87.44906)}|{'distance': 757.88, 'position': (41.486116, -88.045894)}|{'distance': 55748.91, 'position': (41.521964, -87.38722)}|{'distance': 38430.26, 'position': (41.504019, -87.594126)}|{'distance': 53105.07, 'position': (41.525147, -87.41939)}|{'distance': 4221.93, 'position': (41.499717000000004, -88.008192)}
1973|(41.48483, -88.05489)|{'distance': 1571.19, 'position': (41.486239999999995, -88.03612199999999)}|{'distance': 618.03, 'position': (41.479411, -88.05653899999999)}||{'distance': 50642.4, 'position': (41.522852, -87.44887899999999)}|{'distance': 794.97, 'position': (41.486483, -88.045605)}|{'distance': 55753.74, 'position': (41.521964, -87.38722)}|{'distance': 38418.58, 'position': (41.503948, -87.594319)}|{'distance': 53127.75, 'position': (41.525155999999996, -87.41917600000001)}|{'distance': 4209.6, 'position': (41.499662, -88.00838900000001)}
1974|(41.484815, -88.05495)|{'distance': 1560.47, 'position': (41.486237, -88.03631299999999)}|{'distance': 619.89, 'position': (41.479388, -88.056652)}||{'distance': 50662.66, 'position': (41.522855, -87.448697)}|{'distance': 810.01, 'position': (41.486514, -88.045494)}|{'distance': 55758.85, 'position': (41.521964, -87.38722)}|{'distance': 38390.73, 'position': (41.503806000000004, -87.59470499999999)}|{'distance': 53151.1, 'position': (41.525171, -87.418958)}|{'distance': 4197.32, 'position': (41.499606, -88.008586)}
1975|(41.48479999999999, -88.05501)|{'distance': 1549.88, 'position': (41.486223, -88.036501)}|{'distance': 621.56, 'position': (41.479367, -88.056765)}||{'distance': 50682.9, 'position': (41.522857, -87.448515)}|{'distance': 823.25, 'position': (41.486513, -88.04539500000001)}|{'distance': 55763.96, 'position': (41.521964, -87.38722)}|{'distance': 38379.27, 'position': (41.503734, -87.594899)}|{'distance': 53174.46, 'position': (41.525178, -87.418739)}|{'distance': 4185.18, 'position': (41.499548000000004, -88.00878)}
1976|(41.484632000000005, -88.054892)|{'distance': 1526.72, 'position': (41.486215, -88.036686)}|{'distance': 610.62, 'position': (41.47934599999999, -88.056878)}||{'distance': 50689.53, 'position': (41.522859, -87.448337)}|{'distance': 826.04, 'position': (41.4865, -88.045294)}|{'distance': 55755.62, 'position': (41.521964, -87.38722)}|{'distance': 38353.98, 'position': (41.503662000000006, -87.59509299999999)}|{'distance': 53184.7, 'position': (41.525193, -87.418519)}|{'distance': 4166.22, 'position': (41.499487, -88.008971)}
1977|(41.484567, -88.05489100000001)|{'distance': 1512.15, 'position': (41.486206, -88.03687)}|{'distance': 608.63, 'position': (41.479324, -88.05698899999999)}||{'distance': 50704.53, 'position': (41.522861000000006, -87.44816300000001)}|{'distance': 834.69, 'position': (41.486476, -88.04520000000001)}|{'distance': 55756.11, 'position': (41.521964, -87.38722)}|{'distance': 38338.01, 'position': (41.50359, -87.59528399999999)}|{'distance': 53203.73, 'position': (41.525208, -87.418298)}|{'distance': 4151.7, 'position': (41.499422, -88.00916)}
1978|(41.484498, -88.05489)|{'distance': 1497.74, 'position': (41.486201, -88.03705400000001)}|{'distance': 606.42, 'position': (41.47930099999999, -88.057097)}||{'distance': 50719.48, 'position': (41.522861999999996, -87.44799)}|{'distance': 842.1, 'position': (41.486441000000006, -88.045119)}|{'distance': 55756.63, 'position': (41.521964, -87.38722)}|{'distance': 38321.99, 'position': (41.503519, -87.595476)}|{'distance': 53222.71, 'position': (41.52522200000001, -87.41807800000001)}|{'distance': 4137.34, 'position': (41.499353, -88.00934699999999)}
1979|(41.484422, -88.054887)|{'distance': 1483.46, 'position': (41.486194, -88.037236)}|{'distance': 603.15, 'position': (41.479282999999995, -88.057204)}||{'distance': 50734.27, 'position': (41.522864, -87.44781800000001)}|{'distance': 849.26, 'position': (41.486404, -88.045041)}|{'distance': 55757.04, 'position': (41.521964, -87.38722)}|{'distance': 38305.68, 'position': (41.503446999999994, -87.59566999999998)}|{'distance': 53240.42, 'position': (41.525189, -87.417867)}|{'distance': 4123.17, 'position': (41.499281, -88.009532)}
1980|(41.484342, -88.05488600000001)|{'distance': 1469.54, 'position': (41.486187, -88.037417)}|{'distance': 599.93, 'position': (41.479260999999994, -88.05730799999999)}||{'distance': 50749.27, 'position': (41.522867999999995, -87.447646)}|{'distance': 856.57, 'position': (41.486368, -88.04496499999999)}|{'distance': 55757.66, 'position': (41.521964, -87.38722)}|{'distance': 38289.8, 'position': (41.503375, -87.595861)}|{'distance': 53295.26, 'position': (41.525211, -87.417217)}|{'distance': 4109.41, 'position': (41.499202, -88.009712)}
1981|(41.484259, -88.05488199999999)|{'distance': 1455.3, 'position': (41.486183000000004, -88.037601)}|{'distance': 596.6, 'position': (41.479239, -88.05741)}||{'distance': 50764.13, 'position': (41.522870000000005, -87.447473)}|{'distance': 862.83, 'position': (41.486334, -88.04490100000001)}|{'distance': 55758.06, 'position': (41.521964, -87.38722)}|{'distance': 38273.79, 'position': (41.503304, -87.596051)}|{'distance': 53312.63, 'position': (41.525169999999996, -87.417009)}|{'distance': 4095.63, 'position': (41.499120999999995, -88.00989)}
1982|(41.484172, -88.05487699999999)|{'distance': 1441.05, 'position': (41.486179, -88.037786)}|{'distance': 592.91, 'position': (41.479219, -88.057513)}||{'distance': 50779.27, 'position': (41.522872, -87.44729600000001)}|{'distance': 861.94, 'position': (41.486225000000005, -88.044899)}|{'distance': 55758.41, 'position': (41.521964, -87.38722)}|{'distance': 38257.63, 'position': (41.503233, -87.596242)}|{'distance': 53330.01, 'position': (41.525169999999996, -87.41680500000001)}|{'distance': 4081.91, 'position': (41.499037, -88.01006699999999)}
1983|(41.484080999999996, -88.054871)|{'distance': 1426.84, 'position': (41.486177, -88.03797200000001)}|{'distance': 589.49, 'position': (41.479195, -88.057617)}||{'distance': 50794.45, 'position': (41.522874, -87.44711799999999)}|{'distance': 865.52, 'position': (41.486119, -88.044843)}|{'distance': 55758.71, 'position': (41.521964, -87.38722)}|{'distance': 38241.51, 'position': (41.503162, -87.59643200000001)}|{'distance': 53347.55, 'position': (41.525175, -87.416599)}|{'distance': 4068.22, 'position': (41.498948, -88.010242)}
1984|(41.483988, -88.054869)|{'distance': 1413.06, 'position': (41.486173, -88.03815800000001)}|{'distance': 585.92, 'position': (41.479172, -88.05772300000001)}||{'distance': 50810.24, 'position': (41.522876, -87.44693699999999)}|{'distance': 861.77, 'position': (41.486016, -88.044884)}|{'distance': 55759.37, 'position': (41.521964, -87.38722)}|{'distance': 38225.65, 'position': (41.503091999999995, -87.596623)}|{'distance': 53364.85, 'position': (41.525179, -87.4164)}|{'distance': 4054.87, 'position': (41.498854, -88.010415)}
1985|(41.483891, -88.054866)|{'distance': 1399.43, 'position': (41.486171000000006, -88.038344)}|{'distance': 581.54, 'position': (41.479156999999994, -88.05783299999999)}||{'distance': 50825.9, 'position': (41.522878, -87.44675699999999)}|{'distance': 863.97, 'position': (41.485939, -88.044861)}|{'distance': 55759.98, 'position': (41.521964, -87.38722)}|{'distance': 38209.73, 'position': (41.503022, -87.596814)}|{'distance': 53381.8, 'position': (41.525183999999996, -87.416205)}|{'distance': 4041.76, 'position': (41.498757999999995, -88.01058499999999)}
1986|(41.483788999999994, -88.054861)|{'distance': 1385.85, 'position': (41.486168, -88.03853)}|{'distance': 576.89, 'position': (41.479143, -88.057943)}||{'distance': 50841.53, 'position': (41.522879999999994, -87.44657600000001)}|{'distance': 866.12, 'position': (41.48586100000001, -88.044838)}|{'distance': 55760.47, 'position': (41.521964, -87.38722)}|{'distance': 38193.68, 'position': (41.50295199999999, -87.59700500000001)}|{'distance': 53398.67, 'position': (41.525185, -87.41600899999999)}|{'distance': 4028.81, 'position': (41.49866, -88.01075300000001)}
1987|(41.483684999999994, -88.054857)|{'distance': 1372.49, 'position': (41.486166999999995, -88.03871699999999)}|{'distance': 572.09, 'position': (41.47913, -88.05805000000001)}||{'distance': 50858.03, 'position': (41.522884000000005, -87.446386)}|{'distance': 868.34, 'position': (41.485783, -88.044816)}|{'distance': 55761.06, 'position': (41.521964, -87.38722)}|{'distance': 38177.64, 'position': (41.502880999999995, -87.597197)}|{'distance': 53415.54, 'position': (41.525183, -87.415814)}|{'distance': 4016.32, 'position': (41.49856, -88.010916)}
1988|(41.483579, -88.05485399999999)|{'distance': 1359.29, 'position': (41.486164, -88.038905)}|{'distance': 568.37, 'position': (41.479111, -88.05816800000001)}||{'distance': 50874.66, 'position': (41.522882, -87.446195)}|{'distance': 870.67, 'position': (41.485704, -88.044794)}|{'distance': 55761.76, 'position': (41.521964, -87.38722)}|{'distance': 38161.77, 'position': (41.50281, -87.597388)}|{'distance': 53432.39, 'position': (41.525177000000006, -87.41562)}|{'distance': 4004.38, 'position': (41.498459999999994, -88.01107400000001)}
1989|(41.483471, -88.05485)|{'distance': 1346.15, 'position': (41.48616200000001, -88.039094)}|{'distance': 564.68, 'position': (41.479093000000006, -88.058285)}||{'distance': 50890.96, 'position': (41.522887, -87.446008)}|{'distance': 851.03, 'position': (41.485616, -88.045043)}|{'distance': 55762.39, 'position': (41.521964, -87.38722)}|{'distance': 38145.92, 'position': (41.502739, -87.597578)}|{'distance': 53449.65, 'position': (41.525186000000005, -87.41542199999999)}|{'distance': 3993.02, 'position': (41.498357, -88.01122300000002)}
1990|(41.483255, -88.05484200000001)|{'distance': 1335.55, 'position': (41.48616, -88.039285)}|{'distance': 551.9, 'position': (41.479071000000005, -88.05840599999999)}||{'distance': 50908.11, 'position': (41.522893, -87.44582)}|{'distance': 850.97, 'position': (41.485532000000006, -88.045089)}|{'distance': 55763.67, 'position': (41.521964, -87.38722)}|{'distance': 38130.38, 'position': (41.502669999999995, -87.59776900000001)}|{'distance': 53467.6, 'position': (41.525186999999995, -87.415224)}|{'distance': 3987.28, 'position': (41.498253999999996, -88.01136000000001)}
1991|(41.483147, -88.054838)|{'distance': 1322.49, 'position': (41.486157999999996, -88.03947899999999)}|{'distance': 550.04, 'position': (41.479049, -88.058536)}||{'distance': 50924.34, 'position': (41.522898, -87.44563399999998)}|{'distance': 841.39, 'position': (41.485429999999994, -88.045208)}|{'distance': 55764.31, 'position': (41.521964, -87.38722)}|{'distance': 38114.55, 'position': (41.502601000000006, -87.59795899999999)}|{'distance': 53484.98, 'position': (41.52519, -87.41502399999999)}|{'distance': 3976.6, 'position': (41.498149000000005, -88.011499)}
1992|(41.48303799999999, -88.05483)|{'distance': 1309.13, 'position': (41.486155, -88.039675)}|{'distance': 548.7, 'position': (41.479025, -88.058663)}||{'distance': 50940.57, 'position': (41.522902, -87.44544400000001)}|{'distance': 837.43, 'position': (41.485347000000004, -88.045261)}|{'distance': 55764.64, 'position': (41.521964, -87.38722)}|{'distance': 38098.22, 'position': (41.502532, -87.598151)}|{'distance': 53502.03, 'position': (41.525192, -87.41482400000001)}|{'distance': 3965.94, 'position': (41.498042999999996, -88.011634)}
1993|(41.482919, -88.05483)|{'distance': 1296.81, 'position': (41.486154, -88.039873)}|{'distance': 546.48, 'position': (41.479002, -88.058792)}||{'distance': 50957.67, 'position': (41.522908, -87.445253)}|{'distance': 834.85, 'position': (41.485268, -88.045311)}|{'distance': 55765.71, 'position': (41.521964, -87.38722)}|{'distance': 38082.72, 'position': (41.502465, -87.59834199999999)}|{'distance': 53519.94, 'position': (41.525194, -87.41462299999999)}|{'distance': 3956.49, 'position': (41.497935, -88.01176600000001)}
1994|(41.482803999999994, -88.054828)|{'distance': 1284.41, 'position': (41.486149999999995, -88.04007)}|{'distance': 545.26, 'position': (41.478978, -88.058922)}||{'distance': 50974.56, 'position': (41.522912999999996, -87.445062)}|{'distance': 828.76, 'position': (41.485182, -88.045399)}|{'distance': 55766.59, 'position': (41.521964, -87.38722)}|{'distance': 38066.86, 'position': (41.502397, -87.598535)}|{'distance': 53537.62, 'position': (41.525195000000004, -87.414422)}|{'distance': 3947.04, 'position': (41.497825999999996, -88.011893)}
1995|(41.482693, -88.05482599999999)|{'distance': 1271.89, 'position': (41.486147, -88.04027)}|{'distance': 545.5, 'position': (41.478945, -88.059051)}||{'distance': 50991.5, 'position': (41.522919, -87.44487)}|{'distance': 825.77, 'position': (41.485113, -88.045454)}|{'distance': 55767.44, 'position': (41.521964, -87.38722)}|{'distance': 38051.07, 'position': (41.502331000000005, -87.598727)}|{'distance': 53555.45, 'position': (41.525206, -87.41422)}|{'distance': 3937.71, 'position': (41.497717, -88.012016)}
1996|(41.482582, -88.054822)|{'distance': 1259.71, 'position': (41.486143, -88.040466)}|{'distance': 545.84, 'position': (41.478917, -88.05918100000001)}||{'distance': 51008.54, 'position': (41.522926, -87.444675)}|{'distance': 823.71, 'position': (41.485053, -88.04549999999999)}|{'distance': 55768.12, 'position': (41.521964, -87.38722)}|{'distance': 38035.03, 'position': (41.502266, -87.59891999999999)}|{'distance': 53573.04, 'position': (41.525209000000004, -87.414018)}|{'distance': 3928.32, 'position': (41.497605, -88.012136)}
1997|(41.482471, -88.05481900000001)|{'distance': 1247.86, 'position': (41.48614, -88.040662)}|{'distance': 546.54, 'position': (41.47889, -88.059313)}||{'distance': 51025.65, 'position': (41.522932, -87.44448)}|{'distance': 822.36, 'position': (41.485, -88.04554200000001)}|{'distance': 55768.89, 'position': (41.521964, -87.38722)}|{'distance': 38019.0, 'position': (41.502202, -87.59911400000001)}|{'distance': 53590.92, 'position': (41.525208, -87.41381299999999)}|{'distance': 3919.06, 'position': (41.497491, -88.012254)}
1998|(41.482358000000005, -88.05481400000001)|{'distance': 1236.5, 'position': (41.486138000000004, -88.040854)}|{'distance': 547.42, 'position': (41.478866, -88.05944600000001)}||{'distance': 51042.72, 'position': (41.522938999999994, -87.44428400000001)}|{'distance': 821.7, 'position': (41.484951, -88.045577)}|{'distance': 55769.52, 'position': (41.521964, -87.38722)}|{'distance': 38002.84, 'position': (41.50214, -87.59930800000001)}|{'distance': 53608.58, 'position': (41.525214999999996, -87.41361)}|{'distance': 3909.81, 'position': (41.497375000000005, -88.01236999999999)}
1999|(41.482245000000006, -88.054809)|{'distance': 1225.66, 'position': (41.486135000000004, -88.041042)}|{'distance': 548.44, 'position': (41.478844, -88.059577)}||{'distance': 51059.8, 'position': (41.522948, -87.444088)}|{'distance': 821.47, 'position': (41.484907, -88.04561)}|{'distance': 55770.14, 'position': (41.521964, -87.38722)}|{'distance': 37986.51, 'position': (41.502079, -87.599504)}|{'distance': 53626.05, 'position': (41.525212, -87.413408)}|{'distance': 3900.64, 'position': (41.49725900000001, -88.012485)}
2000|(41.482132, -88.054802)|{'distance': 1215.06, 'position': (41.486132, -88.04122799999999)}|{'distance': 550.83, 'position': (41.478815000000004, -88.05971299999999)}||{'distance': 51076.66, 'position': (41.522959, -87.443893)}|{'distance': 821.3, 'position': (41.484868, -88.045644)}|{'distance': 55770.61, 'position': (41.521964, -87.38722)}|{'distance': 37970.03, 'position': (41.50202, -87.5997)}|{'distance': 53643.06, 'position': (41.525212, -87.41320999999999)}|{'distance': 3892.22, 'position': (41.497135, -88.01258299999999)}
2001|(41.482018, -88.054795)|{'distance': 1204.89, 'position': (41.486129, -88.041412)}|{'distance': 552.55, 'position': (41.478792000000006, -88.05984000000001)}||{'distance': 51093.61, 'position': (41.522969999999994, -87.44369699999999)}|{'distance': 820.63, 'position': (41.484834, -88.045689)}|{'distance': 55771.08, 'position': (41.521964, -87.38722)}|{'distance': 37953.47, 'position': (41.501961, -87.599897)}|{'distance': 53659.95, 'position': (41.525216, -87.413014)}|{'distance': 3883.75, 'position': (41.497009, -88.01268099999999)}
2002|(41.481901, -88.054789)|{'distance': 1195.27, 'position': (41.486126000000006, -88.041595)}|{'distance': 554.8, 'position': (41.47876599999999, -88.05996999999999)}||{'distance': 51109.67, 'position': (41.522988, -87.443514)}|{'distance': 819.26, 'position': (41.484808, -88.045752)}|{'distance': 55771.67, 'position': (41.521964, -87.38722)}|{'distance': 5069.49, 'position': (41.501904, -88.000095)}|{'distance': 53676.98, 'position': (41.525221, -87.412818)}|{'distance': 3875.28, 'position': (41.496880000000004, -88.01278)}
2003|(41.481784, -88.054783)|{'distance': 1186.2, 'position': (41.486121000000004, -88.04177299999999)}|{'distance': 557.52, 'position': (41.478741, -88.060102)}||{'distance': 51127.08, 'position': (41.523025, -87.44331700000001)}|{'distance': 818.42, 'position': (41.484785, -88.04581200000001)}|{'distance': 55772.27, 'position': (41.521964, -87.38722)}|{'distance': 5057.22, 'position': (41.501848, -88.000293)}|{'distance': 53694.06, 'position': (41.525224, -87.412621)}|{'distance': 3867.1, 'position': (41.496749, -88.012874)}
2004|(41.481665, -88.054777)|{'distance': 1177.23, 'position': (41.48611700000001, -88.041955)}|{'distance': 560.52, 'position': (41.478715, -88.06023300000001)}||{'distance': 51143.71, 'position': (41.523064999999995, -87.44313)}|{'distance': 817.55, 'position': (41.484759000000004, -88.045874)}|{'distance': 55772.88, 'position': (41.521964, -87.38722)}|{'distance': 5045.21, 'position': (41.501793, -88.00049000000001)}|{'distance': 53711.1, 'position': (41.525228, -87.412425)}|{'distance': 3858.94, 'position': (41.496618, -88.012969)}
2005|(41.481546, -88.054771)|{'distance': 1168.51, 'position': (41.486114, -88.042138)}|{'distance': 563.6, 'position': (41.478692, -88.060362)}||{'distance': 51160.11, 'position': (41.523115, -87.442947)}|{'distance': 815.09, 'position': (41.484757, -88.045975)}|{'distance': 55773.5, 'position': (41.521964, -87.38722)}|{'distance': 5033.59, 'position': (41.501739, -88.00068300000001)}|{'distance': 53728.2, 'position': (41.52523, -87.412228)}|{'distance': 3850.89, 'position': (41.496483, -88.01306000000001)}
2006|(41.481427000000004, -88.054766)|{'distance': 1160.24, 'position': (41.486111, -88.04232)}|{'distance': 567.4, 'position': (41.478665, -88.06049300000001)}||{'distance': 51176.13, 'position': (41.523168, -87.44277)}|{'distance': 813.51, 'position': (41.484745999999994, -88.04606299999999)}|{'distance': 55772.39, 'position': (41.521956, -87.38724099999999)}|{'distance': 5022.28, 'position': (41.501686, -88.00087400000001)}|{'distance': 53745.39, 'position': (41.525231999999995, -87.41203100000001)}|{'distance': 3842.92, 'position': (41.496345, -88.013149)}
2007|(41.481308, -88.054762)|{'distance': 1152.24, 'position': (41.486109, -88.04250400000001)}|{'distance': 571.46, 'position': (41.47864, -88.060625)}||{'distance': 51192.0, 'position': (41.523230000000005, -87.442597)}|{'distance': 813.81, 'position': (41.484769, -88.046154)}|{'distance': 55773.14, 'position': (41.521941999999996, -87.38724)}|{'distance': 5011.28, 'position': (41.501634, -88.00106299999999)}|{'distance': 53762.67, 'position': (41.525234, -87.411834)}|{'distance': 3835.48, 'position': (41.496204, -88.01323000000001)}
2008|(41.48119, -88.054756)|{'distance': 1144.34, 'position': (41.486107000000004, -88.042688)}|{'distance': 575.71, 'position': (41.47861700000001, -88.060753)}||{'distance': 51207.26, 'position': (41.523289999999996, -87.44242899999999)}|{'distance': 812.93, 'position': (41.484778999999996, -88.046254)}|{'distance': 55773.68, 'position': (41.521922999999994, -87.38723900000001)}|{'distance': 5000.19, 'position': (41.501582, -88.001251)}|{'distance': 53796.11, 'position': (41.525237, -87.41144)}|{'distance': 3828.08, 'position': (41.49606300000001, -88.013308)}
2009|(41.481074, -88.054751)|{'distance': 1136.59, 'position': (41.486104, -88.042873)}|{'distance': 580.31, 'position': (41.478595, -88.06088100000001)}||{'distance': 51222.42, 'position': (41.523348999999996, -87.442263)}|{'distance': 811.83, 'position': (41.484790999999994, -88.046363)}|{'distance': 55774.34, 'position': (41.521901, -87.387237)}|{'distance': 4989.44, 'position': (41.501532, -88.001436)}|{'distance': 53813.19, 'position': (41.525238, -87.41124400000001)}|{'distance': 3820.7, 'position': (41.49592, -88.013384)}
2010|(41.480963, -88.054747)|{'distance': 1129.07, 'position': (41.486102, -88.043057)}|{'distance': 585.58, 'position': (41.47857200000001, -88.06101000000001)}||{'distance': 51236.73, 'position': (41.523419000000004, -87.442109)}|{'distance': 810.44, 'position': (41.484802, -88.046477)}|{'distance': 55775.14, 'position': (41.521881, -87.387234)}|{'distance': 4978.19, 'position': (41.501481000000005, -88.001625)}|{'distance': 53830.3, 'position': (41.525240000000004, -87.411048)}|{'distance': 3813.0, 'position': (41.495769, -88.013457)}
2011|(41.480856, -88.054743)|{'distance': 1121.91, 'position': (41.48609999999999, -88.043237)}|{'distance': 591.36, 'position': (41.478549, -88.061139)}||{'distance': 51251.31, 'position': (41.523486999999996, -87.441951)}|{'distance': 809.15, 'position': (41.484815, -88.04659299999999)}|{'distance': 55775.34, 'position': (41.521854000000005, -87.387237)}|{'distance': 4966.86, 'position': (41.50143, -88.001813)}|{'distance': 53847.13, 'position': (41.525251, -87.41085600000001)}|{'distance': 3805.28, 'position': (41.49562, -88.013529)}
2012|(41.480754, -88.05473900000001)|{'distance': 1114.87, 'position': (41.486098, -88.04341500000001)}|{'distance': 597.64, 'position': (41.478525, -88.061267)}||{'distance': 51266.1, 'position': (41.52356399999999, -87.441791)}|{'distance': 807.67, 'position': (41.484828, -88.04671200000001)}|{'distance': 55774.54, 'position': (41.521822, -87.38725099999999)}|{'distance': 4955.17, 'position': (41.501378, -88.00200199999999)}|{'distance': 53863.96, 'position': (41.52525, -87.41066199999999)}|{'distance': 3797.42, 'position': (41.495473000000004, -88.013601)}
