|user|ms-1|ms-2|ms-3|ms-4|ms-5|ms-6|ms-7|ms-8|ms-9
1128|(41.519183999999996, -87.553485)|{'distance': 2091.16, 'position': (41.521969, -87.528644)}|{'distance': 141.91, 'position': (41.520266, -87.55258099999999)}||{'distance': 1101.05, 'position': (41.511086999999996, -87.561097)}|{'distance': 3380.09, 'position': (41.522593, -87.51314099999999)}|{'distance': 2828.1, 'position': (41.522671, -87.519836)}|{'distance': 7564.56, 'position': (41.522664000000006, -87.46274199999999)}|{'distance': 1063.29, 'position': (41.524298, -87.542693)}|{'distance': 3102.78, 'position': (41.522748, -87.516521)}
1129|(41.519102999999994, -87.55355600000001)|{'distance': 2081.81, 'position': (41.521934, -87.528838)}|{'distance': 135.58, 'position': (41.520143, -87.552706)}||{'distance': 1074.32, 'position': (41.511183, -87.560946)}|{'distance': 3372.14, 'position': (41.522596, -87.51332099999999)}|{'distance': 2845.98, 'position': (41.52267, -87.51970499999999)}|{'distance': 7564.05, 'position': (41.522668, -87.462825)}|{'distance': 1085.64, 'position': (41.524297, -87.542514)}|{'distance': 3095.2, 'position': (41.522742, -87.51669700000001)}
1130|(41.51902200000001, -87.55362699999999)|{'distance': 2069.25, 'position': (41.521941, -87.52908)}|{'distance': 129.48, 'position': (41.520021, -87.552828)}||{'distance': 1047.74, 'position': (41.511278000000004, -87.560796)}|{'distance': 3364.27, 'position': (41.522603, -87.51350099999999)}|{'distance': 2864.78, 'position': (41.522679, -87.519565)}|{'distance': 7563.16, 'position': (41.522673999999995, -87.46291300000001)}|{'distance': 1107.58, 'position': (41.52429600000001, -87.542341)}|{'distance': 3087.54, 'position': (41.522735000000004, -87.516874)}
1131|(41.518941999999996, -87.5537)|{'distance': 2060.82, 'position': (41.52191, -87.529266)}|{'distance': 123.34, 'position': (41.519898999999995, -87.552951)}||{'distance': 1021.37, 'position': (41.511372, -87.560648)}|{'distance': 3356.65, 'position': (41.522614000000004, -87.51368099999999)}|{'distance': 2895.51, 'position': (41.52262399999999, -87.51926999999999)}|{'distance': 7562.27, 'position': (41.52268, -87.46300300000001)}|{'distance': 1129.2, 'position': (41.524294, -87.542173)}|{'distance': 3079.61, 'position': (41.522731, -87.51705700000001)}
1132|(41.518874, -87.55375099999999)|{'distance': 2048.72, 'position': (41.521895, -87.52947599999999)}|{'distance': 112.97, 'position': (41.519743, -87.553048)}||{'distance': 997.33, 'position': (41.511465, -87.560502)}|{'distance': 3347.53, 'position': (41.522628000000005, -87.51385599999999)}|{'distance': 2911.93, 'position': (41.522625, -87.519135)}|{'distance': 7559.56, 'position': (41.522685, -87.463092)}|{'distance': 1148.35, 'position': (41.524291999999996, -87.54200800000001)}|{'distance': 3070.04, 'position': (41.522727, -87.517236)}
1133|(41.518815000000004, -87.55378)|{'distance': 1999.23, 'position': (41.521863, -87.530114)}|{'distance': 101.74, 'position': (41.519603, -87.553159)}||{'distance': 975.3, 'position': (41.51155800000001, -87.560359)}|{'distance': 3336.26, 'position': (41.522642999999995, -87.514034)}|{'distance': 2925.69, 'position': (41.522628000000005, -87.51900900000001)}|{'distance': 7555.31, 'position': (41.522689, -87.463177)}|{'distance': 1164.87, 'position': (41.524283999999994, -87.541846)}|{'distance': 3058.49, 'position': (41.52272, -87.517415)}
1134|(41.518744999999996, -87.55384400000001)|{'distance': 1988.36, 'position': (41.521854999999995, -87.53032499999999)}|{'distance': 93.79, 'position': (41.519469, -87.55326600000001)}||{'distance': 950.86, 'position': (41.51165, -87.560219)}|{'distance': 3327.85, 'position': (41.522659999999995, -87.51421500000001)}|{'distance': 2942.35, 'position': (41.522635, -87.51888600000001)}|{'distance': 7554.21, 'position': (41.522693, -87.46325999999999)}|{'distance': 1184.34, 'position': (41.524279, -87.541689)}|{'distance': 3049.94, 'position': (41.522713, -87.517595)}
1135|(41.518675, -87.55390100000001)|{'distance': 1975.28, 'position': (41.521862, -87.53056000000001)}|{'distance': 85.6, 'position': (41.519336, -87.553374)}||{'distance': 926.91, 'position': (41.511742000000005, -87.56008200000001)}|{'distance': 3318.9, 'position': (41.522677, -87.51439599999999)}|{'distance': 2960.03, 'position': (41.522634, -87.518742)}|{'distance': 7552.86, 'position': (41.522697, -87.46333899999999)}|{'distance': 1202.72, 'position': (41.524266, -87.541534)}|{'distance': 3040.92, 'position': (41.522706, -87.517774)}
1136|(41.518608, -87.553948)|{'distance': 1962.5, 'position': (41.521859000000006, -87.530779)}|{'distance': 76.94, 'position': (41.519206000000004, -87.553483)}||{'distance': 903.84, 'position': (41.511834, -87.559948)}|{'distance': 3309.02, 'position': (41.522693, -87.514578)}|{'distance': 2975.95, 'position': (41.522638, -87.51861000000001)}|{'distance': 7550.92, 'position': (41.52270000000001, -87.463415)}|{'distance': 1220.22, 'position': (41.524254, -87.54138)}|{'distance': 3030.98, 'position': (41.52270000000001, -87.517954)}
1137|(41.518542, -87.554003)|{'distance': 1950.35, 'position': (41.521854000000005, -87.530998)}|{'distance': 68.64, 'position': (41.519078, -87.55359399999999)}||{'distance': 880.51, 'position': (41.51192699999999, -87.559816)}|{'distance': 3299.62, 'position': (41.522707, -87.51476199999999)}|{'distance': 2992.32, 'position': (41.522645000000004, -87.518481)}|{'distance': 7549.68, 'position': (41.522708, -87.46349099999999)}|{'distance': 1238.3, 'position': (41.524237, -87.54122100000001)}|{'distance': 3021.7, 'position': (41.522694, -87.51813399999999)}
1138|(41.518472, -87.554064)|{'distance': 1938.82, 'position': (41.521849, -87.531217)}|{'distance': 60.41, 'position': (41.518945, -87.55370699999999)}||{'distance': 856.58, 'position': (41.512021999999995, -87.55968899999999)}|{'distance': 3290.89, 'position': (41.522721000000004, -87.51494500000001)}|{'distance': 3009.33, 'position': (41.522650999999996, -87.518351)}|{'distance': 7548.95, 'position': (41.522713, -87.463567)}|{'distance': 1257.07, 'position': (41.52421999999999, -87.541062)}|{'distance': 3013.11, 'position': (41.522689, -87.51831299999999)}
1139|(41.518403, -87.55412399999999)|{'distance': 1927.34, 'position': (41.521845000000006, -87.531435)}|{'distance': 52.24, 'position': (41.518814, -87.55382)}||{'distance': 832.94, 'position': (41.512118, -87.559567)}|{'distance': 3281.79, 'position': (41.522731, -87.515131)}|{'distance': 3026.44, 'position': (41.522658, -87.518219)}|{'distance': 7548.06, 'position': (41.522729, -87.463645)}|{'distance': 1275.86, 'position': (41.524203, -87.54090099999999)}|{'distance': 3005.12, 'position': (41.522685, -87.518484)}
1140|(41.518336, -87.554184)|{'distance': 1915.86, 'position': (41.521841, -87.531653)}|{'distance': 43.59, 'position': (41.518682, -87.553938)}||{'distance': 809.49, 'position': (41.512215, -87.559447)}|{'distance': 3272.55, 'position': (41.522738, -87.51531800000001)}|{'distance': 3043.62, 'position': (41.522666, -87.518086)}|{'distance': 7547.36, 'position': (41.522703, -87.463717)}|{'distance': 1294.46, 'position': (41.524183, -87.54073899999999)}|{'distance': 2997.18, 'position': (41.522666, -87.518651)}
1141|(41.518269000000004, -87.554246)|{'distance': 1904.74, 'position': (41.521836, -87.531869)}|{'distance': 35.37, 'position': (41.518552, -87.554052)}||{'distance': 785.96, 'position': (41.512312, -87.559327)}|{'distance': 3263.28, 'position': (41.522740999999996, -87.515507)}|{'distance': 3060.99, 'position': (41.522675, -87.51795299999999)}|{'distance': 7546.7, 'position': (41.522694, -87.463792)}|{'distance': 1312.14, 'position': (41.524141, -87.540575)}|{'distance': 2989.49, 'position': (41.522650999999996, -87.518818)}
1142|(41.518201, -87.554308)|{'distance': 1893.9, 'position': (41.52183, -87.53208199999999)}|{'distance': 27.36, 'position': (41.518418000000004, -87.554153)}||{'distance': 762.8, 'position': (41.512407, -87.559213)}|{'distance': 3254.02, 'position': (41.522747, -87.515697)}|{'distance': 3078.4, 'position': (41.522684, -87.51781999999999)}|{'distance': 7545.89, 'position': (41.522697, -87.46387)}|{'distance': 1330.56, 'position': (41.524108, -87.540409)}|{'distance': 2981.21, 'position': (41.52265500000001, -87.518997)}
1143|(41.518129, -87.554372)|{'distance': 1883.67, 'position': (41.521823000000005, -87.532291)}|{'distance': 19.26, 'position': (41.518283000000004, -87.55426600000001)}||{'distance': 739.14, 'position': (41.512502000000005, -87.55909799999999)}|{'distance': 3244.67, 'position': (41.522747, -87.51589)}|{'distance': 3096.11, 'position': (41.522692, -87.517686)}|{'distance': 7545.22, 'position': (41.522702, -87.463949)}|{'distance': 1349.62, 'position': (41.524077, -87.54024100000001)}|{'distance': 2972.81, 'position': (41.522664999999996, -87.519182)}
1144|(41.518055000000004, -87.554437)|{'distance': 1873.77, 'position': (41.521822, -87.5325)}|{'distance': 11.55, 'position': (41.51815, -87.55438099999999)}||{'distance': 714.05, 'position': (41.512631, -87.559028)}|{'distance': 3235.43, 'position': (41.52274500000001, -87.516083)}|{'distance': 3114.27, 'position': (41.522699, -87.517548)}|{'distance': 7544.56, 'position': (41.522704000000004, -87.464029)}|{'distance': 1368.86, 'position': (41.524043, -87.54007100000001)}|{'distance': 2965.19, 'position': (41.52266899999999, -87.519358)}
1145|(41.517979, -87.55450300000001)|{'distance': 1863.94, 'position': (41.521832, -87.532714)}|{'distance': 4.28, 'position': (41.518017, -87.554495)}||{'distance': 688.67, 'position': (41.512746, -87.558927)}|{'distance': 3226.05, 'position': (41.522740999999996, -87.516279)}|{'distance': 3135.17, 'position': (41.522687999999995, -87.517374)}|{'distance': 7543.82, 'position': (41.522704999999995, -87.46411099999999)}|{'distance': 1388.33, 'position': (41.524008, -87.5399)}|{'distance': 2957.82, 'position': (41.522661, -87.51952999999999)}
1146|(41.517903, -87.55457)|{'distance': 1854.32, 'position': (41.52185, -87.53293)}|{'distance': 4.0, 'position': (41.517880999999996, -87.554608)}||{'distance': 663.37, 'position': (41.512862, -87.558831)}|{'distance': 3216.61, 'position': (41.522736, -87.516477)}|{'distance': 3153.65, 'position': (41.522695999999996, -87.517235)}|{'distance': 7542.87, 'position': (41.522709000000006, -87.464197)}|{'distance': 1407.53, 'position': (41.523962000000004, -87.53972599999999)}|{'distance': 2950.14, 'position': (41.522648, -87.519706)}
1147|(41.517829, -87.55463400000001)|{'distance': 1844.92, 'position': (41.521868999999995, -87.533141)}|{'distance': 11.39, 'position': (41.51775, -87.55472100000001)}||{'distance': 638.49, 'position': (41.512976, -87.55873299999999)}|{'distance': 3206.62, 'position': (41.522729, -87.516678)}|{'distance': 3172.04, 'position': (41.522704999999995, -87.517094)}|{'distance': 7541.66, 'position': (41.522701, -87.464282)}|{'distance': 1426.41, 'position': (41.523917000000004, -87.539553)}|{'distance': 2942.29, 'position': (41.522644, -87.51988300000001)}
1148|(41.517765, -87.55469)|{'distance': 1836.43, 'position': (41.521881, -87.533328)}|{'distance': 20.67, 'position': (41.517618, -87.55484200000001)}||{'distance': 614.87, 'position': (41.513089, -87.558632)}|{'distance': 3195.71, 'position': (41.522721000000004, -87.51688)}|{'distance': 3189.45, 'position': (41.522711, -87.516954)}|{'distance': 7539.36, 'position': (41.522702, -87.464372)}|{'distance': 1444.16, 'position': (41.523868, -87.539378)}|{'distance': 2919.13, 'position': (41.522636000000006, -87.52023600000001)}
1149|(41.517713, -87.554738)|{'distance': 1825.01, 'position': (41.521893, -87.53353999999999)}|{'distance': 31.59, 'position': (41.517481, -87.554957)}||{'distance': 592.59, 'position': (41.513203999999995, -87.558532)}|{'distance': 3183.87, 'position': (41.52271399999999, -87.517083)}|{'distance': 3206.25, 'position': (41.522718000000005, -87.516811)}|{'distance': 7519.71, 'position': (41.52271399999999, -87.464663)}|{'distance': 1460.55, 'position': (41.523817, -87.53920400000001)}|{'distance': 2909.62, 'position': (41.522634, -87.520413)}
1150|(41.517671, -87.554777)|{'distance': 1813.32, 'position': (41.521912, -87.533746)}|{'distance': 43.56, 'position': (41.517347, -87.55507100000001)}||{'distance': 571.23, 'position': (41.513323, -87.558431)}|{'distance': 3171.2, 'position': (41.522707, -87.51728499999999)}|{'distance': 3222.25, 'position': (41.522723, -87.516666)}|{'distance': 7515.28, 'position': (41.522718000000005, -87.46476000000001)}|{'distance': 1475.66, 'position': (41.523763, -87.53903)}|{'distance': 2898.89, 'position': (41.522626, -87.520592)}
1151|(41.517638, -87.554805)|{'distance': 1800.5, 'position': (41.521935000000006, -87.533954)}|{'distance': 56.82, 'position': (41.517214, -87.55518599999999)}||{'distance': 551.07, 'position': (41.513442999999995, -87.558329)}|{'distance': 3157.58, 'position': (41.522702, -87.517486)}|{'distance': 3237.45, 'position': (41.52273, -87.51651799999999)}|{'distance': 7509.02, 'position': (41.522721000000004, -87.464867)}|{'distance': 1489.46, 'position': (41.523707, -87.538856)}|{'distance': 2887.02, 'position': (41.522619000000006, -87.520772)}
1152|(41.517616, -87.55482400000001)|{'distance': 1786.97, 'position': (41.521965, -87.534161)}|{'distance': 71.67, 'position': (41.517078, -87.55529800000001)}||{'distance': 532.34, 'position': (41.513562, -87.55822500000001)}|{'distance': 3143.15, 'position': (41.522695999999996, -87.517685)}|{'distance': 3251.77, 'position': (41.522736, -87.516369)}|{'distance': 7500.42, 'position': (41.522722, -87.464992)}|{'distance': 1502.61, 'position': (41.523646, -87.538672)}|{'distance': 2874.29, 'position': (41.522613, -87.52095100000001)}
1153|(41.517605, -87.55483399999999)|{'distance': 1772.96, 'position': (41.521998999999994, -87.534363)}|{'distance': 87.85, 'position': (41.516944, -87.55541199999999)}||{'distance': 514.68, 'position': (41.513684000000005, -87.558119)}|{'distance': 3127.96, 'position': (41.522691, -87.51788200000001)}|{'distance': 3265.21, 'position': (41.522742, -87.516219)}|{'distance': 7492.72, 'position': (41.522724, -87.46509599999999)}|{'distance': 1514.06, 'position': (41.523584, -87.538495)}|{'distance': 2860.52, 'position': (41.522607, -87.52113100000001)}
1154|(41.517603, -87.554837)|{'distance': 1758.62, 'position': (41.52203, -87.534558)}|{'distance': 104.87, 'position': (41.516814000000004, -87.555527)}||{'distance': 498.04, 'position': (41.513807, -87.558012)}|{'distance': 3112.18, 'position': (41.522686, -87.51807699999999)}|{'distance': 3278.08, 'position': (41.522748, -87.516067)}|{'distance': 7484.7, 'position': (41.522726000000006, -87.46519599999999)}|{'distance': 1524.12, 'position': (41.523511, -87.538318)}|{'distance': 2845.71, 'position': (41.522600000000004, -87.521314)}
1155|(41.517603, -87.554836)|{'distance': 1743.74, 'position': (41.52207000000001, -87.534759)}|{'distance': 122.16, 'position': (41.516686, -87.55564399999999)}||{'distance': 481.58, 'position': (41.513931, -87.55790300000001)}|{'distance': 3095.97, 'position': (41.522682, -87.51827300000001)}|{'distance': 3290.39, 'position': (41.522753, -87.515917)}|{'distance': 7476.6, 'position': (41.52273, -87.465293)}|{'distance': 1533.3, 'position': (41.523438, -87.53814899999999)}|{'distance': 2830.35, 'position': (41.522592, -87.521499)}
1156|(41.517604, -87.554835)|{'distance': 1728.98, 'position': (41.522113, -87.53496)}|{'distance': 140.34, 'position': (41.516547, -87.555756)}||{'distance': 448.62, 'position': (41.514179999999996, -87.557685)}|{'distance': 3081.32, 'position': (41.522683, -87.518451)}|{'distance': 3302.33, 'position': (41.522757, -87.515771)}|{'distance': 7468.53, 'position': (41.522738, -87.46539000000001)}|{'distance': 1542.11, 'position': (41.523367, -87.53798699999999)}|{'distance': 2814.63, 'position': (41.522587, -87.52168900000001)}
1157|(41.517604, -87.554835)|{'distance': 1714.65, 'position': (41.522162, -87.53515999999999)}|{'distance': 158.05, 'position': (41.516412, -87.555869)}||{'distance': 432.03, 'position': (41.51430500000001, -87.55757600000001)}|{'distance': 3064.81, 'position': (41.522672, -87.51865)}|{'distance': 3313.93, 'position': (41.52275899999999, -87.51563)}|{'distance': 7460.73, 'position': (41.522739, -87.465484)}|{'distance': 1551.14, 'position': (41.523289000000005, -87.53782100000001)}|{'distance': 2798.88, 'position': (41.52258, -87.52188)}
1158|(41.517604, -87.554835)|{'distance': 1700.71, 'position': (41.522216, -87.535358)}|{'distance': 175.76, 'position': (41.516277, -87.555982)}||{'distance': 414.17, 'position': (41.514442, -87.557464)}|{'distance': 3049.26, 'position': (41.522664000000006, -87.518838)}|{'distance': 3324.79, 'position': (41.522752, -87.515496)}|{'distance': 7452.89, 'position': (41.522744, -87.46557899999999)}|{'distance': 1559.95, 'position': (41.523212, -87.53766)}|{'distance': 2783.33, 'position': (41.522574000000006, -87.52206899999999)}
1159|(41.517604, -87.554835)|{'distance': 1687.1, 'position': (41.522273, -87.53555399999999)}|{'distance': 193.24, 'position': (41.516144000000004, -87.55609399999999)}||{'distance': 396.75, 'position': (41.514571, -87.557345)}|{'distance': 3034.21, 'position': (41.522659999999995, -87.519021)}|{'distance': 3336.26, 'position': (41.522743, -87.515354)}|{'distance': 7445.14, 'position': (41.522749999999995, -87.46567300000001)}|{'distance': 1568.53, 'position': (41.523129, -87.5375)}|{'distance': 2767.9, 'position': (41.522569999999995, -87.52225700000001)}
1160|(41.517604, -87.554835)|{'distance': 1673.81, 'position': (41.522335000000005, -87.535749)}|{'distance': 210.45, 'position': (41.516014, -87.556206)}||{'distance': 379.47, 'position': (41.514700999999995, -87.55723099999999)}|{'distance': 3019.38, 'position': (41.52265500000001, -87.519201)}|{'distance': 3347.6, 'position': (41.522731, -87.515213)}|{'distance': 7437.38, 'position': (41.522755, -87.465767)}|{'distance': 1576.91, 'position': (41.523044, -87.537343)}|{'distance': 2752.55, 'position': (41.522562, -87.52244300000001)}
1161|(41.517604, -87.554835)|{'distance': 1660.68, 'position': (41.52239899999999, -87.535944)}|{'distance': 227.51, 'position': (41.515885, -87.55631699999999)}||{'distance': 361.99, 'position': (41.514832999999996, -87.557117)}|{'distance': 3004.49, 'position': (41.522650999999996, -87.51938200000001)}|{'distance': 3358.82, 'position': (41.522717, -87.51507299999999)}|{'distance': 7429.54, 'position': (41.522761, -87.465862)}|{'distance': 1585.53, 'position': (41.522957999999996, -87.537184)}|{'distance': 2737.31, 'position': (41.522555000000004, -87.522628)}
1162|(41.517604, -87.554835)|{'distance': 1648.01, 'position': (41.522467, -87.536136)}|{'distance': 244.72, 'position': (41.515753999999994, -87.556427)}||{'distance': 344.52, 'position': (41.514965000000004, -87.55700300000001)}|{'distance': 2989.69, 'position': (41.522647, -87.51956200000001)}|{'distance': 3370.31, 'position': (41.522704000000004, -87.51493)}|{'distance': 7420.78, 'position': (41.522775, -87.465969)}|{'distance': 1594.43, 'position': (41.522874, -87.537024)}|{'distance': 2722.07, 'position': (41.522552, -87.522814)}
1163|(41.517596000000005, -87.554836)|{'distance': 1636.0, 'position': (41.52254, -87.536328)}|{'distance': 261.22, 'position': (41.515622, -87.556537)}||{'distance': 326.01, 'position': (41.515099, -87.556888)}|{'distance': 2975.28, 'position': (41.522642, -87.51974)}|{'distance': 3382.12, 'position': (41.522691, -87.514786)}|{'distance': 7412.97, 'position': (41.522785000000006, -87.466066)}|{'distance': 1604.39, 'position': (41.522792, -87.536858)}|{'distance': 2707.06, 'position': (41.522547, -87.523)}
1164|(41.517593, -87.554838)|{'distance': 1624.31, 'position': (41.522617, -87.536518)}|{'distance': 278.01, 'position': (41.515493, -87.55665)}||{'distance': 307.83, 'position': (41.515234, -87.55677299999999)}|{'distance': 2931.75, 'position': (41.522628999999995, -87.520272)}|{'distance': 3394.1, 'position': (41.522679, -87.51464)}|{'distance': 7404.67, 'position': (41.522802, -87.46617)}|{'distance': 1614.68, 'position': (41.522711, -87.536688)}|{'distance': 2692.26, 'position': (41.522542, -87.523183)}
1165|(41.51759, -87.554841)|{'distance': 1612.81, 'position': (41.522704000000004, -87.536713)}|{'distance': 294.93, 'position': (41.515361999999996, -87.55676299999999)}||{'distance': 289.67, 'position': (41.515367999999995, -87.556657)}|{'distance': 2917.83, 'position': (41.522625, -87.520445)}|{'distance': 3406.1, 'position': (41.522663, -87.514494)}|{'distance': 7396.4, 'position': (41.522812, -87.466274)}|{'distance': 1625.54, 'position': (41.522634, -87.536515)}|{'distance': 2677.63, 'position': (41.522537, -87.523365)}
1166|(41.517585, -87.554845)|{'distance': 1601.92, 'position': (41.522791, -87.53690399999999)}|{'distance': 311.67, 'position': (41.515231, -87.556877)}||{'distance': 271.18, 'position': (41.515502, -87.55653899999999)}|{'distance': 2904.31, 'position': (41.522618, -87.52061400000001)}|{'distance': 3418.29, 'position': (41.522647, -87.514347)}|{'distance': 7387.79, 'position': (41.522828, -87.466384)}|{'distance': 1637.05, 'position': (41.522560999999996, -87.53633900000001)}|{'distance': 2663.1, 'position': (41.522531, -87.523547)}
1167|(41.517574, -87.55485399999999)|{'distance': 1592.14, 'position': (41.522888, -87.537096)}|{'distance': 327.53, 'position': (41.515101, -87.556991)}||{'distance': 251.72, 'position': (41.515637999999996, -87.55642099999999)}|{'distance': 2891.18, 'position': (41.522612, -87.52078499999999)}|{'distance': 3431.24, 'position': (41.52263, -87.51419700000001)}|{'distance': 7379.61, 'position': (41.522839999999995, -87.466494)}|{'distance': 1649.64, 'position': (41.52249, -87.53615900000001)}|{'distance': 2649.07, 'position': (41.522526, -87.52373)}
1168|(41.517556000000006, -87.554869)|{'distance': 1583.9, 'position': (41.522983, -87.537279)}|{'distance': 342.37, 'position': (41.514970999999996, -87.55710300000001)}||{'distance': 231.34, 'position': (41.515774, -87.55630300000001)}|{'distance': 2878.56, 'position': (41.522607, -87.520958)}|{'distance': 3445.18, 'position': (41.522614999999995, -87.514043)}|{'distance': 7371.48, 'position': (41.522851, -87.46661)}|{'distance': 1663.19, 'position': (41.522421, -87.535978)}|{'distance': 2635.59, 'position': (41.52252000000001, -87.523914)}
1169|(41.517529999999994, -87.55489)|{'distance': 1576.89, 'position': (41.52308, -87.53746)}|{'distance': 356.1, 'position': (41.514842, -87.557215)}||{'distance': 210.21, 'position': (41.515907999999996, -87.55618700000001)}|{'distance': 2866.71, 'position': (41.522603, -87.52113)}|{'distance': 3459.9, 'position': (41.522599, -87.513887)}|{'distance': 7363.51, 'position': (41.522861000000006, -87.466731)}|{'distance': 1678.15, 'position': (41.522355, -87.535791)}|{'distance': 2622.69, 'position': (41.522513, -87.524099)}
1170|(41.517497999999996, -87.55491599999999)|{'distance': 1570.65, 'position': (41.523175, -87.53764100000001)}|{'distance': 368.82, 'position': (41.514714999999995, -87.55732599999999)}||{'distance': 188.59, 'position': (41.516039, -87.55607099999999)}|{'distance': 2855.39, 'position': (41.522597999999995, -87.52130199999999)}|{'distance': 3475.57, 'position': (41.522583999999995, -87.513726)}|{'distance': 7355.65, 'position': (41.522869, -87.466856)}|{'distance': 1694.08, 'position': (41.522290999999996, -87.535601)}|{'distance': 2610.0, 'position': (41.522509, -87.52428900000001)}
1171|(41.517463, -87.554947)|{'distance': 1565.05, 'position': (41.523265, -87.53782)}|{'distance': 380.98, 'position': (41.514588, -87.557436)}||{'distance': 166.47, 'position': (41.51617100000001, -87.55595699999999)}|{'distance': 2844.54, 'position': (41.522592, -87.521474)}|{'distance': 3491.91, 'position': (41.522571, -87.51356299999999)}|{'distance': 7347.93, 'position': (41.522879, -87.46698500000001)}|{'distance': 1711.01, 'position': (41.522231000000005, -87.53540699999999)}|{'distance': 2597.8, 'position': (41.522501000000005, -87.524478)}
1172|(41.517423, -87.55498)|{'distance': 1560.02, 'position': (41.523353, -87.537998)}|{'distance': 392.4, 'position': (41.514463, -87.557546)}||{'distance': 143.64, 'position': (41.516304, -87.555842)}|{'distance': 2833.88, 'position': (41.522586000000004, -87.52164699999999)}|{'distance': 3508.7, 'position': (41.522560000000006, -87.513398)}|{'distance': 7340.25, 'position': (41.522888, -87.467116)}|{'distance': 1728.52, 'position': (41.522175, -87.53521199999999)}|{'distance': 2585.6, 'position': (41.522493999999995, -87.524671)}
1173|(41.51738099999999, -87.555016)|{'distance': 1555.24, 'position': (41.523435, -87.538176)}|{'distance': 403.73, 'position': (41.514335, -87.557655)}||{'distance': 120.51, 'position': (41.516436999999996, -87.555727)}|{'distance': 2823.58, 'position': (41.522582, -87.52182)}|{'distance': 3526.15, 'position': (41.522552, -87.513229)}|{'distance': 7332.51, 'position': (41.522897, -87.46725099999999)}|{'distance': 1746.48, 'position': (41.522121999999996, -87.53501700000001)}|{'distance': 2573.35, 'position': (41.522496000000004, -87.524871)}
1174|(41.517339, -87.555051)|{'distance': 1550.1, 'position': (41.523514999999996, -87.538359)}|{'distance': 414.96, 'position': (41.514209, -87.557765)}||{'distance': 97.3, 'position': (41.516571000000006, -87.55561100000001)}|{'distance': 2813.12, 'position': (41.522578, -87.52199399999999)}|{'distance': 3543.58, 'position': (41.522547, -87.51306000000001)}|{'distance': 7324.69, 'position': (41.522906000000006, -87.467386)}|{'distance': 1764.59, 'position': (41.522073, -87.534821)}|{'distance': 2560.84, 'position': (41.522493000000004, -87.525072)}
1175|(41.517295999999995, -87.555088)|{'distance': 1545.48, 'position': (41.523590000000006, -87.53853699999999)}|{'distance': 442.8, 'position': (41.513956, -87.55798399999999)}||{'distance': 74.04, 'position': (41.516704, -87.555495)}|{'distance': 2802.69, 'position': (41.522573, -87.52217)}|{'distance': 3561.46, 'position': (41.522543, -87.512888)}|{'distance': 7317.06, 'position': (41.522915000000005, -87.46752099999999)}|{'distance': 1782.97, 'position': (41.522028, -87.534626)}|{'distance': 2548.22, 'position': (41.52249, -87.525277)}
1176|(41.517252, -87.555125)|{'distance': 1540.93, 'position': (41.523663, -87.53871600000001)}|{'distance': 453.85, 'position': (41.513828999999994, -87.558094)}||{'distance': 50.56, 'position': (41.516839, -87.55537899999999)}|{'distance': 2792.29, 'position': (41.522568, -87.522346)}|{'distance': 3579.39, 'position': (41.522541000000004, -87.512716)}|{'distance': 7298.34, 'position': (41.522935, -87.46779099999999)}|{'distance': 1801.61, 'position': (41.521986999999996, -87.53442999999999)}|{'distance': 2535.72, 'position': (41.522484000000006, -87.52548)}
1177|(41.517207, -87.555164)|{'distance': 1536.55, 'position': (41.523732, -87.538895)}|{'distance': 464.9, 'position': (41.513702, -87.558208)}||{'distance': 27.08, 'position': (41.516975, -87.555263)}|{'distance': 2781.93, 'position': (41.522563, -87.52252399999999)}|{'distance': 3597.62, 'position': (41.522541000000004, -87.51254300000001)}|{'distance': 7293.74, 'position': (41.522937, -87.467891)}|{'distance': 1820.83, 'position': (41.52195, -87.534231)}|{'distance': 2523.47, 'position': (41.522473, -87.525681)}
1178|(41.517163000000004, -87.55520399999999)|{'distance': 1532.03, 'position': (41.523796000000004, -87.539075)}|{'distance': 476.28, 'position': (41.513569, -87.55831599999999)}||{'distance': 7.48, 'position': (41.51711100000001, -87.55514699999999)}|{'distance': 2771.4, 'position': (41.522558, -87.522705)}|{'distance': 3616.06, 'position': (41.522543999999996, -87.51236899999999)}|{'distance': 7288.6, 'position': (41.522943999999995, -87.467999)}|{'distance': 1840.67, 'position': (41.521918, -87.53402700000001)}|{'distance': 2511.46, 'position': (41.522459, -87.525879)}
1179|(41.517115999999994, -87.55524299999999)|{'distance': 1527.28, 'position': (41.523855000000005, -87.539258)}|{'distance': 487.25, 'position': (41.513437, -87.558422)}||{'distance': 22.61, 'position': (41.517244, -87.555032)}|{'distance': 2760.8, 'position': (41.522552999999995, -87.522887)}|{'distance': 3634.32, 'position': (41.522548, -87.512197)}|{'distance': 7283.09, 'position': (41.522952, -87.46811100000001)}|{'distance': 1860.56, 'position': (41.521887, -87.533823)}|{'distance': 2499.57, 'position': (41.522439999999996, -87.52607400000001)}
